x,y,z,type
77.63888888889011,-77.18210848616656,0,0
-13.361111111107391,-54.66544798777119,0,0
-117.3611111111158,-32.14878748937582,0,0
25.638888888891472,-32.14878748937582,0,0
-19.861111111106936,-20.890457240178023,0,0
6.138888888892268,-20.890457240178023,0,0
19.138888888891927,-20.890457240178023,0,0
32.13888888889147,-20.890457240178023,0,0
45.13888888889113,-20.890457240178023,0,0
58.13888888889079,-20.890457240178023,0,1
71.13888888889045,-20.890457240178023,0,0
84.13888888889011,-20.890457240178023,0,0
97.13888888888965,-20.890457240178023,0,0
110.13888888888931,-20.890457240178023,0,0
123.13888888888897,-20.890457240178023,0,1
136.13888888888852,-20.890457240178023,0,0
-39.361111111106595,-9.632126990980339,0,1
-26.361111111106936,-9.632126990980339,0,0
-13.361111111107391,-9.632126990980339,0,1
-0.3611111111077321,-9.632126990980339,0,0
12.638888888891927,-9.632126990980339,0,1
25.638888888891472,-9.632126990980339,0,1
38.63888888889113,-9.632126990980339,0,1
51.63888888889079,-9.632126990980339,0,1
64.63888888889045,-9.632126990980339,0,1
77.63888888889011,-9.632126990980339,0,1
90.63888888888965,-9.632126990980339,0,1
103.63888888888931,-9.632126990980339,0,1
116.63888888888897,-9.632126990980339,0,0
129.63888888888852,-9.632126990980339,0,1
142.63888888888818,-9.632126990980339,0,1
-292.8611111111107,1.6262032582173447,0,0
-149.86111111111478,1.6262032582173447,0,0
-123.86111111111546,1.6262032582173447,0,0
-110.8611111111158,1.6262032582173447,0,0
-97.86111111111626,1.6262032582173447,0,1
-84.8611111111166,1.6262032582173447,0,1
-71.86111111111694,1.6262032582173447,0,0
-58.861111111117395,1.6262032582173447,0,1
-45.86111111111774,1.6262032582173447,0,0
-32.861111111106595,1.6262032582173447,0,0
-19.861111111106936,1.6262032582173447,0,0
-6.861111111107391,1.6262032582173447,0,1
6.138888888892268,1.6262032582173447,0,0
19.138888888891927,1.6262032582173447,0,0
32.13888888889147,1.6262032582173447,0,0
45.13888888889113,1.6262032582173447,0,0
58.13888888889079,1.6262032582173447,0,0
71.13888888889045,1.6262032582173447,0,0
84.13888888889011,1.6262032582173447,0,0
97.13888888888965,1.6262032582173447,0,0
110.13888888888931,1.6262032582173447,0,0
123.13888888888897,1.6262032582173447,0,0
136.13888888888852,1.6262032582173447,0,0
-247.36111111111217,12.884533507415028,0,0
-195.36111111111364,12.884533507415028,0,0
-182.36111111111398,12.884533507415028,0,0
-169.36111111111438,12.884533507415028,0,1
-156.36111111111478,12.884533507415028,0,1
-143.36111111111512,12.884533507415028,0,0
-130.36111111111546,12.884533507415028,0,1
-117.3611111111158,12.884533507415028,0,0
-104.36111111111626,12.884533507415028,0,0
-91.3611111111166,12.884533507415028,0,0
-78.36111111111694,12.884533507415028,0,0
-65.3611111111174,12.884533507415028,0,0
-52.36111111111774,12.884533507415028,0,0
-39.361111111106595,12.884533507415028,0,0
-26.361111111106936,12.884533507415028,0,0
-13.361111111107391,12.884533507415028,0,0
-0.3611111111077321,12.884533507415028,0,0
12.638888888891927,12.884533507415028,0,0
25.638888888891472,12.884533507415028,0,0
38.63888888889113,12.884533507415028,0,0
51.63888888889079,12.884533507415028,0,0
64.63888888889045,12.884533507415028,0,0
77.63888888889011,12.884533507415028,0,0
90.63888888888965,12.884533507415028,0,0
103.63888888888931,12.884533507415028,0,0
116.63888888888897,12.884533507415028,0,1
129.63888888888852,12.884533507415028,0,0
142.63888888888818,12.884533507415028,0,0
-110.8611111111158,24.142863756612712,0,0
-97.86111111111626,24.142863756612712,0,0
-84.8611111111166,24.142863756612712,0,0
-45.86111111111774,24.142863756612712,0,0
-6.861111111107391,24.142863756612712,0,0
6.138888888892268,24.142863756612712,0,0
45.13888888889113,24.142863756612712,0,0
58.13888888889079,24.142863756612712,0,0
